FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
371184|A Drain|Canal|ID|16|Canyon|027|433957N|1163913W|43.6657165|-116.6537472|||||732|2402|Caldwell|06/21/1979|
371185|A-3 Canal|Canal|ID|16|Minidoka|067|423539N|1134115W|42.5940757|-113.6875128|||||1267|4157|Rupert|06/21/1979|
371186|A-4 Canal|Canal|ID|16|Minidoka|067|423245N|1133914W|42.5457426|-113.6538997|||||1266|4153|Rupert|06/21/1979|
371187|A-5 Canal|Canal|ID|16|Minidoka|067|423236N|1134132W|42.5432425|-113.6922347|||||1265|4150|Rupert|06/21/1979|
371188|Abercombie Ridge|Ridge|ID|16|Idaho|049|454910N|1162846W|45.8193251|-116.479311|||||1343|4406|Joseph|06/21/1979|
371189|Aberdeen Springfield Canal|Canal|ID|16|Bingham|011|431257N|1123003W|43.2158333|-112.5008333|||||1361|4465|Rockford|06/21/1979|06/04/2008
371190|Ace Lateral|Canal|ID|16|Bingham|011|430924N|1122355W|43.1565816|-112.3985899|||||1363|4472|Moreland|06/21/1979|
371191|Ace Spring|Spring|ID|16|Owyhee|073|424815N|1162234W|42.8040548|-116.3762218|||||1715|5627|Pixley Basin|06/21/1979|
371192|Afterthought Mine|Mine|ID|16|Owyhee|073|425959N|1164154W|42.9996048|-116.6984563|||||2216|7270|Cinnabar Mountain|06/21/1979|
371193|Agency Canal|Canal|NV|32|Elko|007|415909N|1160740W|41.9857337|-116.1278778|||||1629|5344|The Point|12/12/1980|
371194|Agency Lateral|Canal|ID|16|Bingham|011|430132N|1122538W|43.0254705|-112.4272015|||||1359|4459|Fort Hall|06/21/1979|
371195|Airport Park|Park|ID|16|Bingham|011|431225N|1122049W|43.2068596|-112.3469218|||||1367|4485|Blackfoot|06/21/1979|
371196|Airway Park|Park|ID|16|Nez Perce|069|462226N|1170012W|46.3737723|-117.0032106|||||440|1444|Asotin|06/21/1979|
371197|Al Sadie Ranch|Locale|ID|16|Owyhee|073|424506N|1160016W|42.751562|-116.0045371|||||898|2946|Chalk Hills|06/21/1979|
371198|Alameda Junior High School|School|ID|16|Bannock|005|425326N|1122726W|42.8904699|-112.4572017|||||1364|4475|Pocatello North|06/21/1979|
371199|Albert Spring|Spring|ID|16|Owyhee|073|422401N|1163609W|42.4003481|-116.6025988|||||1588|5210|Dickshooter Reservoir|06/21/1979|04/18/2011
371200|Aldape Park|Park|ID|16|Ada|001|433651N|1161045W|43.6140562|-116.1792829|||||867|2844|Boise South|06/21/1979|
371201|Alder Creek|Stream|ID|16|Caribou|029|422738N|1114625W|42.4604765|-111.7735623|422624N|1115138W|42.44|-111.8605556|1497|4911|Thatcher Hill|06/21/1979|
371202|Alder Creek|Stream|ID|16|Shoshone|079|473531N|1155616W|47.591871|-115.9376651|473427N|1155956W|47.5741667|-115.9988889|786|2579|Osburn|06/21/1979|
371203|Alder Creek|Stream|ID|16|Owyhee|073|425344N|1162609W|42.8954427|-116.4359456|425123N|1163116W|42.8562747|-116.5212272|1059|3474|Antelope Spring|06/21/1979|
371204|Aldridge Canyon|Valley|ID|16|Oneida|071|420451N|1121940W|42.0807547|-112.3277443|420344N|1122039W|42.0622222|-112.3441667|1536|5039|Samaria|06/21/1979|
371205|Alibi Spring|Spring|ID|16|Owyhee|073|425531N|1163048W|42.9251636|-116.5134487|||||1381|4531|Toy Pass|06/21/1979|
371206|Alkali Creek|Stream|ID|16|Owyhee|073|431416N|1164518W|43.2376586|-116.7551276|431216N|1164855W|43.2044444|-116.8152778|1128|3701|Rooster Comb Peak|06/21/1979|
371207|Alkali Creek|Stream|ID|16|Boise|015|434850N|1161605W|43.8137772|-116.2681804|435040N|1161510W|43.8444444|-116.2527778|1113|3652|Pearl|06/21/1979|
371208|Alkali Creek|Stream|ID|16|Gem|045|434850N|1161604W|43.8137772|-116.2679026|435041N|1161509W|43.8447222|-116.2525|1115|3658|Pearl|06/21/1979|
371209|Alkali Creek|Stream|ID|16|Payette|075|440649N|1163857W|44.1134992|-116.6490366|440552N|1163452W|44.0976662|-116.5809775|748|2454|Sheep Ridge|06/21/1979|
371210|Alkali Drain|Canal|ID|16|Canyon|027|434551N|1165931W|43.7640502|-116.9918219|||||670|2198|Parma|06/21/1979|
